Date,Ticker,Sector,Open,High,Low,Close,Volume
2024-08-13,AAPL,Technology,141.49,143.45,141.05,141.86,30452436
2024-08-14,AAPL,Technology,145.24,145.61,144.21,144.58,17717787
2024-08-15,AAPL,Technology,147.64,148.04,145.55,146.0,27164811
2024-08-16,AAPL,Technology,149.83,150.11,149.42,149.63,19464989
2024-08-19,AAPL,Technology,156.49,157.35,156.44,156.53,25084919
2024-08-20,AAPL,Technology,155.6,155.75,153.36,155.67,26368503
2024-08-21,AAPL,Technology,155.43,156.55,151.91,155.14,34558610
2024-08-22,AAPL,Technology,151.06,152.38,149.93,151.18,24247310
2024-08-23,AAPL,Technology,153.59,155.16,151.47,154.47,18632866
2024-08-26,AAPL,Technology,158.32,159.31,157.57,158.14,21016436
2024-08-27,AAPL,Technology,156.03,158.73,155.66,155.72,21370582
2024-08-28,AAPL,Technology,158.4,159.66,156.16,157.51,24428690
2024-08-29,AAPL,Technology,160.02,162.91,158.7,161.02,22080105
2024-08-30,AAPL,Technology,161.07,161.8,160.69,161.73,22210930
2024-09-02,AAPL,Technology,164.63,166.54,163.71,164.25,18259195
2024-09-03,AAPL,Technology,165.68,167.1,163.37,164.83,24139880
2024-09-04,AAPL,Technology,161.88,162.23,159.68,161.27,18916761
2024-09-05,AAPL,Technology,164.49,164.69,164.36,164.38,12304706
2024-09-06,AAPL,Technology,167.04,170.29,166.03,168.35,13037613
2024-09-09,AAPL,Technology,168.65,171.42,167.05,170.64,31439510
2024-09-10,AAPL,Technology,168.68,169.52,165.05,167.77,26825774
2024-09-11,AAPL,Technology,165.27,168.54,162.54,165.56,10255184
2024-09-12,AAPL,Technology,160.8,163.44,157.98,162.25,29638441
2024-09-13,AAPL,Technology,165.05,165.76,163.54,164.55,25268620
2024-09-16,AAPL,Technology,168.62,168.75,168.29,168.37,14696726
2024-09-17,AAPL,Technology,169.45,171.78,169.33,169.71,13057187
2024-09-18,AAPL,Technology,171.61,172.87,169.89,172.64,26382402
2024-09-19,AAPL,Technology,168.57,171.22,167.42,170.01,13099839
2024-09-20,AAPL,Technology,170.31,171.19,169.12,170.51,20701679
2024-09-23,AAPL,Technology,165.17,167.09,164.79,166.37,8833703
2024-09-24,AAPL,Technology,164.51,164.53,163.46,164.12,21530011
2024-09-25,AAPL,Technology,168.0,168.15,166.25,166.77,20819927
2024-09-26,AAPL,Technology,166.59,166.65,166.06,166.11,15059906
2024-09-27,AAPL,Technology,169.17,171.5,167.04,169.78,11273380
2024-09-30,AAPL,Technology,170.84,172.37,169.74,171.49,17904260
2024-10-01,AAPL,Technology,181.2,182.08,179.62,179.99,14128036
2024-10-02,AAPL,Technology,182.44,184.0,179.95,180.35,24394076
2024-10-03,AAPL,Technology,176.24,176.48,175.69,175.85,20271478
2024-10-04,AAPL,Technology,175.66,177.02,172.87,175.8,16069651
2024-10-07,AAPL,Technology,171.54,172.93,168.35,172.82,14349359
2024-10-08,AAPL,Technology,177.47,179.62,175.21,175.92,23941306
2024-10-09,AAPL,Technology,177.66,178.14,175.85,176.11,15900621
2024-10-10,AAPL,Technology,174.77,176.56,173.23,175.74,20203500
2024-10-11,AAPL,Technology,174.68,175.7,172.72,175.41,22277475
2024-10-14,AAPL,Technology,178.61,181.17,177.33,177.8,28544115
2024-10-15,AAPL,Technology,175.27,178.54,174.74,176.42,15038801
2024-10-16,AAPL,Technology,178.89,179.67,178.8,178.95,23730083
2024-10-17,AAPL,Technology,181.47,182.6,179.62,182.38,19188096
2024-10-18,AAPL,Technology,180.43,182.28,178.83,181.32,27591257
2024-10-21,AAPL,Technology,178.95,180.35,177.95,178.36,28442292
2024-10-22,AAPL,Technology,176.91,179.87,176.28,176.78,21307342
2024-10-23,AAPL,Technology,178.8,179.27,178.6,179.1,24913497
2024-10-24,AAPL,Technology,180.38,181.41,177.74,179.46,7134173
2024-10-25,AAPL,Technology,182.05,183.5,178.74,181.56,22680664
2024-10-28,AAPL,Technology,189.9,189.91,186.25,187.38,20537141
2024-10-29,AAPL,Technology,188.12,189.47,187.73,188.23,21833830
2024-10-30,AAPL,Technology,185.87,186.77,184.23,185.55,18742734
2024-10-31,AAPL,Technology,188.38,189.88,187.16,189.15,20162255
2024-11-01,AAPL,Technology,189.38,190.87,188.73,189.39,19790444
2024-11-04,AAPL,Technology,193.28,195.21,191.66,192.43,20037672
2024-11-05,AAPL,Technology,194.8,197.69,194.37,196.19,15706140
2024-11-06,AAPL,Technology,192.68,192.95,191.94,192.87,19472693
2024-11-07,AAPL,Technology,198.26,198.35,194.92,197.74,13401380
2024-11-08,AAPL,Technology,200.87,202.78,200.0,201.03,30662010
2024-11-11,AAPL,Technology,200.22,200.53,196.78,198.91,21004197
2024-11-12,AAPL,Technology,199.71,200.96,199.27,200.07,17252802
2024-11-13,AAPL,Technology,201.25,201.49,201.06,201.07,23018594
2024-11-14,AAPL,Technology,202.52,203.9,199.07,201.22,2118872
2024-11-15,AAPL,Technology,205.48,207.51,204.12,204.45,11788737
2024-11-18,AAPL,Technology,207.77,210.63,206.64,209.81,15936752
2024-11-19,AAPL,Technology,206.98,210.74,206.39,209.92,9630894
2024-11-20,AAPL,Technology,215.23,215.25,214.12,215.02,20800940
2024-11-21,AAPL,Technology,217.77,220.8,217.52,218.92,19774529
2024-11-22,AAPL,Technology,218.8,220.61,217.41,219.91,18756805
2024-11-25,AAPL,Technology,222.72,224.92,218.12,220.68,30245669
2024-11-26,AAPL,Technology,215.94,217.22,214.32,216.18,15733369
2024-11-27,AAPL,Technology,212.49,213.53,209.68,210.42,35040308
2024-11-28,AAPL,Technology,210.43,212.24,209.97,211.12,29061722
2024-11-29,AAPL,Technology,209.69,209.74,206.81,207.94,23179552
2024-12-02,AAPL,Technology,207.1,210.88,206.9,207.86,17412511
2024-12-03,AAPL,Technology,206.14,208.14,204.49,205.93,28353660
2024-12-04,AAPL,Technology,198.67,200.88,197.9,199.38,28250870
2024-12-05,AAPL,Technology,201.51,202.95,199.64,200.73,10029908
2024-12-06,AAPL,Technology,200.92,201.38,198.94,199.3,29246571
2024-12-09,AAPL,Technology,200.26,200.92,196.55,199.66,15468510
2024-12-10,AAPL,Technology,197.5,197.58,196.14,196.52,30646060
2024-12-11,AAPL,Technology,195.94,196.7,193.89,195.4,17415088
2024-12-12,AAPL,Technology,200.05,202.47,197.22,200.96,34333827
2024-12-13,AAPL,Technology,200.3,201.82,199.9,201.5,22113446
2024-12-16,AAPL,Technology,204.46,205.72,202.7,203.56,18797505
2024-12-17,AAPL,Technology,199.28,199.63,196.67,198.97,23396196
2024-12-18,AAPL,Technology,208.42,209.42,205.85,207.6,21230283
2024-12-19,AAPL,Technology,213.06,215.18,212.06,214.56,16271427
2024-12-20,AAPL,Technology,220.6,222.56,219.87,219.9,22123412
2024-12-23,AAPL,Technology,225.31,225.7,219.08,223.26,23917034
2024-12-24,AAPL,Technology,221.27,224.61,220.67,223.4,28977947
2024-12-25,AAPL,Technology,226.07,226.3,223.27,225.25,18504703
2024-12-26,AAPL,Technology,228.53,230.54,227.56,229.58,31634397
2024-12-27,AAPL,Technology,227.55,229.51,226.34,227.06,28327229
2024-12-30,AAPL,Technology,224.59,225.54,224.56,225.33,14480565
2024-12-31,AAPL,Technology,219.4,219.59,217.98,218.64,13763653
2025-01-01,AAPL,Technology,215.17,216.8,214.59,215.68,32033120
2025-01-02,AAPL,Technology,221.72,222.56,220.23,222.2,10053980
2025-01-03,AAPL,Technology,218.84,223.37,216.85,220.94,16109019
2025-01-06,AAPL,Technology,222.79,223.7,219.46,219.75,30741386
2025-01-07,AAPL,Technology,223.48,226.8,219.16,221.09,27121340
2025-01-08,AAPL,Technology,215.44,216.64,213.9,214.75,14247865
2025-01-09,AAPL,Technology,218.48,218.75,217.76,218.48,24831591
2025-01-10,AAPL,Technology,224.69,224.83,221.16,223.54,11987359
2025-01-13,AAPL,Technology,224.9,226.29,221.87,225.13,19387567
2025-01-14,AAPL,Technology,231.75,234.43,230.7,231.9,12808449
2025-01-15,AAPL,Technology,228.71,230.72,225.5,226.45,18382689
2025-01-16,AAPL,Technology,232.83,234.67,231.0,234.04,33134564
2025-01-17,AAPL,Technology,232.97,233.79,229.18,231.04,20949823
2025-01-20,AAPL,Technology,223.64,226.33,223.41,225.8,16708729
2025-01-21,AAPL,Technology,222.98,225.75,222.12,224.92,11790108
2025-01-22,AAPL,Technology,228.97,232.62,226.04,232.57,31573985
2025-01-23,AAPL,Technology,232.0,233.58,231.22,232.57,12988746
2025-01-24,AAPL,Technology,229.12,230.39,226.73,228.75,19265466
2025-01-27,AAPL,Technology,223.25,224.91,221.92,223.5,18382725
2025-01-28,AAPL,Technology,223.6,225.07,221.86,223.15,30396036
2025-01-29,AAPL,Technology,214.9,215.25,213.75,215.22,3025065
2025-01-30,AAPL,Technology,211.26,212.38,209.83,210.26,20433451
2025-01-31,AAPL,Technology,216.77,219.21,215.35,216.17,25515544
2025-02-03,AAPL,Technology,219.89,221.86,217.75,221.39,23224679
2025-02-04,AAPL,Technology,220.92,223.53,219.06,220.96,14832102
2025-02-05,AAPL,Technology,218.23,219.5,216.42,219.19,12866903
2025-02-06,AAPL,Technology,219.57,220.24,218.4,219.49,21198279
2025-02-07,AAPL,Technology,228.39,230.21,228.25,228.85,12473366
2025-02-10,AAPL,Technology,226.96,231.32,225.48,230.59,3453475
2025-02-11,AAPL,Technology,233.17,235.5,229.72,234.45,20110633
2025-02-12,AAPL,Technology,232.76,233.99,230.46,233.68,15451418
2025-02-13,AAPL,Technology,233.01,234.83,231.41,234.02,20822533
2025-02-14,AAPL,Technology,238.9,239.46,236.39,236.82,17926191
2025-02-17,AAPL,Technology,235.44,238.95,235.31,237.45,18704160
2025-02-18,AAPL,Technology,233.37,233.88,228.18,229.42,16985999
2025-02-19,AAPL,Technology,236.24,236.44,232.36,234.79,26388777
2025-02-20,AAPL,Technology,231.43,235.4,229.63,232.27,16839504
2025-02-21,AAPL,Technology,242.85,242.96,239.7,241.18,23352577
2025-02-24,AAPL,Technology,243.13,245.38,241.32,244.24,17625964
2025-02-25,AAPL,Technology,244.11,246.32,243.36,244.64,34377975
2025-02-26,AAPL,Technology,245.24,246.7,242.75,246.66,19408806
2025-02-27,AAPL,Technology,246.87,248.76,245.51,246.27,18657590
2025-02-28,AAPL,Technology,245.5,247.59,239.64,244.2,24015727
2025-03-03,AAPL,Technology,245.63,245.97,244.57,245.19,22330608
2025-03-04,AAPL,Technology,248.79,249.49,246.43,249.19,12931745
2025-03-05,AAPL,Technology,248.71,251.07,246.98,247.19,5138093
2025-03-06,AAPL,Technology,243.7,246.79,243.66,244.51,12982340
2025-03-07,AAPL,Technology,242.37,244.5,241.41,243.03,18295704
2025-03-10,AAPL,Technology,246.79,247.98,245.15,247.28,31253357
2025-03-11,AAPL,Technology,253.39,256.05,250.61,253.83,26941391
2025-03-12,AAPL,Technology,254.98,256.32,254.93,255.57,13650382
2025-03-13,AAPL,Technology,258.79,260.99,256.13,258.34,16718646
2025-03-14,AAPL,Technology,255.78,256.3,255.02,255.5,24065066
2025-03-17,AAPL,Technology,258.95,261.25,256.44,259.62,20848452
2025-03-18,AAPL,Technology,265.04,266.94,261.01,262.29,23556448
2025-03-19,AAPL,Technology,259.28,259.93,258.12,259.03,24400677
2025-03-20,AAPL,Technology,252.29,253.03,250.35,250.78,24665183
2025-03-21,AAPL,Technology,247.88,248.12,243.64,245.36,27701460
2025-03-24,AAPL,Technology,242.33,246.29,240.86,242.49,16224528
2025-03-25,AAPL,Technology,247.53,248.24,247.19,247.65,24922883
2025-03-26,AAPL,Technology,254.06,255.6,253.58,254.66,25128037
2025-03-27,AAPL,Technology,253.57,255.28,250.76,252.73,16220089
2025-03-28,AAPL,Technology,252.06,252.73,247.64,250.96,18403779
2025-03-31,AAPL,Technology,251.76,252.27,251.21,252.23,25555215
2025-04-01,AAPL,Technology,250.17,254.29,248.25,252.38,26605950
2025-04-02,AAPL,Technology,259.07,259.26,256.38,256.69,20454844
2025-04-03,AAPL,Technology,255.96,257.67,253.93,254.37,26779879
2025-04-04,AAPL,Technology,259.5,259.86,256.94,258.8,1075506
2025-04-07,AAPL,Technology,258.72,259.94,254.38,257.78,23537544
2025-04-08,AAPL,Technology,263.77,264.03,260.03,261.83,31231712
2025-04-09,AAPL,Technology,262.5,265.59,259.25,260.64,20492449
2025-04-10,AAPL,Technology,255.63,258.32,254.08,257.86,35135584
2025-04-11,AAPL,Technology,266.57,267.06,265.51,266.83,20270017
2025-04-14,AAPL,Technology,274.53,275.76,271.65,272.04,14777045
2025-04-15,AAPL,Technology,261.48,264.52,261.41,263.36,16965423
2025-04-16,AAPL,Technology,260.35,263.98,260.2,261.33,9450546
2025-04-17,AAPL,Technology,268.18,268.34,264.29,267.09,17804618
2025-04-18,AAPL,Technology,260.37,262.03,257.85,261.43,6861876
2025-04-21,AAPL,Technology,265.31,265.62,263.87,265.15,21455118
2025-04-22,AAPL,Technology,267.33,269.04,265.8,268.42,27484322
2025-04-23,AAPL,Technology,265.17,268.8,265.02,265.14,15015078
2025-04-24,AAPL,Technology,263.02,268.63,260.02,265.19,21831974
2025-04-25,AAPL,Technology,256.01,258.92,253.66,255.31,16589763
2025-04-28,AAPL,Technology,263.74,266.8,261.83,263.53,18088873
2025-04-29,AAPL,Technology,260.9,266.22,259.55,262.16,18489979
2025-04-30,AAPL,Technology,264.62,266.29,264.48,266.04,18394066
2025-05-01,AAPL,Technology,268.13,269.4,267.28,269.08,12345767
2025-05-02,AAPL,Technology,277.85,278.04,275.71,275.75,24914236
2025-05-05,AAPL,Technology,274.04,275.92,273.13,273.69,15685699
2025-05-06,AAPL,Technology,275.33,277.6,274.58,274.79,19733122
2025-05-07,AAPL,Technology,277.34,277.91,273.58,277.65,16130913
2025-05-08,AAPL,Technology,282.25,282.58,280.02,282.11,28809925
2025-05-09,AAPL,Technology,286.72,290.08,285.84,288.07,15449580
2025-05-12,AAPL,Technology,288.44,290.91,283.81,285.7,26957263
2025-05-13,AAPL,Technology,281.36,285.21,280.85,282.38,21982681
2025-05-14,AAPL,Technology,289.8,290.08,287.7,289.39,25510121
2025-05-15,AAPL,Technology,276.25,281.5,272.94,278.88,27180623
2025-05-16,AAPL,Technology,288.61,290.87,286.01,286.86,12238814
2025-05-19,AAPL,Technology,285.07,286.03,283.47,285.4,29121590
2025-05-20,AAPL,Technology,287.63,288.79,285.05,285.48,8201690
2025-05-21,AAPL,Technology,280.84,284.03,277.58,282.07,11339865
2025-05-22,AAPL,Technology,281.02,281.98,280.46,281.93,14307929
2025-05-23,AAPL,Technology,289.14,290.12,288.44,288.47,23782690
2025-05-26,AAPL,Technology,292.59,293.51,292.35,292.58,19347860
2025-05-27,AAPL,Technology,294.69,295.83,291.29,295.28,23884958
2025-05-28,AAPL,Technology,295.38,297.34,294.67,295.85,28162966
2025-05-29,AAPL,Technology,288.83,289.05,287.33,288.26,8988258
2025-05-30,AAPL,Technology,282.25,286.42,281.96,283.98,32071910
2025-06-02,AAPL,Technology,285.72,287.04,281.3,282.32,7379780
2025-06-03,AAPL,Technology,283.91,286.36,282.64,284.75,18790363
2025-06-04,AAPL,Technology,284.48,289.27,282.94,285.2,12469145
2025-06-05,AAPL,Technology,290.73,295.07,288.43,290.35,2284021
2025-06-06,AAPL,Technology,292.48,295.25,288.35,292.93,11373402
2025-06-09,AAPL,Technology,294.1,295.09,293.09,293.32,38443644
2025-06-10,AAPL,Technology,302.96,305.99,301.94,305.44,27552658
2025-06-11,AAPL,Technology,307.94,308.62,306.91,307.78,21845952
2025-06-12,AAPL,Technology,304.92,306.86,304.11,305.49,22600456
2025-06-13,AAPL,Technology,315.78,318.39,315.66,315.83,7575617
2025-06-16,AAPL,Technology,324.96,327.08,321.24,322.76,15802928
2025-06-17,AAPL,Technology,335.9,341.06,325.89,333.42,27344912
2025-06-18,AAPL,Technology,333.28,333.41,332.19,332.87,23606862
2025-06-19,AAPL,Technology,340.02,341.38,338.62,338.84,18586355
2025-06-20,AAPL,Technology,329.83,330.56,327.14,330.1,24113023
2025-06-23,AAPL,Technology,329.55,336.45,329.09,334.87,19834595
2025-06-24,AAPL,Technology,333.34,336.74,331.06,334.04,14564564
2025-06-25,AAPL,Technology,326.72,329.01,322.77,326.01,15585913
2025-06-26,AAPL,Technology,333.73,336.02,330.95,332.18,25032201
2025-06-27,AAPL,Technology,322.37,323.86,320.47,321.47,25558483
2025-06-30,AAPL,Technology,311.78,314.45,308.94,310.52,22421202
2025-07-01,AAPL,Technology,314.46,314.52,310.67,312.65,18825839
2025-07-02,AAPL,Technology,314.71,317.51,314.38,315.98,14428005
2025-07-03,AAPL,Technology,321.07,325.99,320.58,321.61,19973753
2025-07-04,AAPL,Technology,324.58,327.56,322.39,326.02,8731917
2025-07-07,AAPL,Technology,333.42,336.65,331.16,334.8,25761587
2025-07-08,AAPL,Technology,338.78,339.78,333.89,339.13,24405545
2025-07-09,AAPL,Technology,336.18,338.59,335.51,338.44,29473428
2025-07-10,AAPL,Technology,335.72,345.46,335.28,338.11,32547059
2025-07-11,AAPL,Technology,338.77,339.28,335.32,336.51,25605393
2025-07-14,AAPL,Technology,336.64,339.58,335.42,338.42,27373933
2025-07-15,AAPL,Technology,336.8,337.75,330.64,331.86,19786619
2025-07-16,AAPL,Technology,330.82,335.68,329.84,334.01,16303070
2025-07-17,AAPL,Technology,333.88,335.86,330.91,333.61,19966776
2025-07-18,AAPL,Technology,335.36,336.17,334.99,335.38,25731004
2025-07-21,AAPL,Technology,335.6,338.78,334.86,337.18,10560564
